,pred,actual,naive
2025-03-27 07:00:00,7.0630717277526855,6.33,6.79
2025-03-27 11:00:00,4.931552886962891,6.46,1.76
2025-03-27 15:00:00,8.64615249633789,11.2,7.99
2025-03-27 19:00:00,4.729866981506348,5.57,4.58
2025-03-27 23:00:00,3.140277862548828,5.02,2.2
2025-03-28 03:00:00,4.058262348175049,7.69,4.6
2025-03-28 07:00:00,4.5818891525268555,6.38,6.33
2025-03-28 11:00:00,3.8263680934906006,4.78,6.46
2025-03-28 15:00:00,5.562001705169678,6.69,11.2
2025-03-28 19:00:00,4.549984455108643,5.39,5.57
2025-03-28 23:00:00,5.174195766448975,4.68,5.02
2025-03-29 03:00:00,4.491001129150391,2.36,7.69
2025-03-29 07:00:00,6.473923683166504,5.67,6.38
2025-03-29 11:00:00,5.404816627502441,5.21,4.78
2025-03-29 15:00:00,7.526391506195068,8.69,6.69
2025-03-29 19:00:00,6.09639835357666,6.23,5.39
2025-03-29 23:00:00,4.460947513580322,6.02,4.68
2025-03-30 03:00:00,3.7995145320892334,5.56,2.36
2025-03-30 07:00:00,4.892117023468018,4.1,5.67
2025-03-30 11:00:00,4.40878438949585,4.42,5.21
2025-03-30 15:00:00,8.13364315032959,8.69,8.69
2025-03-30 19:00:00,6.510004997253418,10.33,6.23
2025-03-30 23:00:00,3.9303464889526367,3.32,6.02
2025-03-31 03:00:00,3.519883394241333,4.01,5.56
2025-03-31 07:00:00,6.733955383300781,8.67,4.1
2025-03-31 11:00:00,4.023142337799072,6.69,4.42
2025-03-31 15:00:00,8.707869529724121,13.8,8.69
2025-03-31 19:00:00,5.95671272277832,6.0,10.33
